中文單位名稱,英文單位名稱,郵遞區號,地址,電話,POINT_X,POINT_Y
翠巒派出所,Cuei Luan Police Station,546,南投縣仁愛鄉力行村翠巒路23號,049 2960040,270680.5665,2675273.306
親愛派出所,Cin Ai Police Station,546,南投縣仁愛鄉親愛村高平路4號,049 2974245,261023.1734,2651515.33
春陽派出所,Chun Yang Police Station,546,南投縣仁愛鄉春陽村永樂巷57號,049 2802396,265168.3596,2658112.709
中原派出所,Jhong Yuan Police Station,546,南投縣仁愛鄉互助村中華路76號,049 2941073,246823.4287,2662021.24
眉原派出所,Mei Yuan Police Station,546,南投縣仁愛鄉互助村中華路76號,049 2941073,246823.4287,2662021.24
清流派出所,Cing Liou Police Station,546,南投縣仁愛鄉互助村中華路76號,049 2941073,246823.4287,2662021.24
瑞岩派出所,Rui Yan Police Station,546,南投縣仁愛鄉發祥村光復巷21號,049 2955185,266397.012,2667855.04
南豐派出所,Nan Fung Police Station,546,南投縣仁愛鄉南豐村中正路119之1號,049 2920085,256671.5925,2655399.312
榮興派出所,Rong Sing Police Station,546,南投縣仁愛鄉榮興村碧綠巷24號,04 25991064,279402.9814,2679772.147
過坑派出所,Guo Keng Police Station,546,南投縣仁愛鄉中正村平等巷118號,049 2925753,249170.021,2644512.725
平靜派出所,Ping Jing Police Station,546,南投縣仁愛鄉精英村法觀路18號,049 2970196,269548.3486,2661697.248
靜觀派出所,Jing Guan Police Station,546,南投縣仁愛鄉精英村法觀路18號,049 2970196,269548.3486,2661697.248
紅香派出所,Hong Siang Police Station,546,南投縣仁愛鄉發祥村仁盛路22號,049 2955187,267946.0985,2672794.488
松岡派出所,Song Gang Police Station,546,南投縣仁愛鄉大同村仁和路135號,049 2802395,263511.6622,2657598.017
華崗派出所,Hua Gang Police Station,546,南投縣仁愛鄉翠華村華崗119之2號,049 2960200,273366.027,2676879.331
望洋派出所,Wang Yang Police Station,546,南投縣仁愛鄉力行村新望洋68號,049 2955210,269235.2577,2671411.14
廬山派出所,Lu Shan Police Station,546,南投縣仁愛鄉精英村榮華巷43號,049 2802521,269129.6046,2657527.1
武界派出所,Wu Jie Police Station,546,南投縣仁愛鄉法治村界山巷4號,049 2977001,254682.357,2645825.398
萬豐派出所,Cin Ai Police Station,546,南投縣仁愛鄉法治村界山巷4號,049 2977001,254682.357,2645825.398
翠峰派出所,Cuei Fong Police Station,546,南投縣仁愛鄉大同村仁和路220號,049 2802603,270039.3404,2666709.824
信義分局,Sinyi Police Precinct ,556,南投縣信義鄉明德村玉山路49號,049 2791260,235144.5332,2621494.254
信義派出所,Sinyi Police Station,556,南投縣信義鄉明德村玉山路49號,049 2791261,235144.5332,2621494.254
久美派出所,Jiou Mei Police Station,556,南投縣信義鄉望美村美信巷55號,049 2831472,238174.8448,2612838.507
潭南派出所,Tan Nan Police Station,556,南投縣信義鄉潭南村和平巷47號,049 2741264,243859.1864,2635268.642
豐丘派出所,Fong Ciou Police Station,556,南投縣信義鄉豐丘村高平巷8號,049 2791583,237271.4031,2618551.079
新鄉派出所,Sin Siang Police Station,556,南投縣信義鄉新鄉村新鄉路105號,049 2831595,236634.376,2615191.909
東埔派出所,Dong Pu Police Station,556,南投縣信義鄉東埔村開高巷56號,049 2701321,242656.0657,2606504.203
雙龍派出所,Shuang Long Police Station,556,南投縣信義鄉雙龍村光復巷33號,049 2741321,244643.4395,2631043.409
羅娜派出所,Luo Na Police Station,556,南投縣信義鄉羅娜村信筆巷66號,049 2831471,236693.479,2613842.147
人倫派出所,Ren Lun Police Station,556,南投縣信義鄉人和村民生巷9號,049 2770310,239463.0205,2630608.181
青雲派出所,Cing Yun Police Station,556,南投縣信義鄉地利村開信巷14號,049 2741142,244154.766,2632257.121
和社派出所,He She Police Station,556,南投縣信義鄉同富村同和巷6號,049 2701304,238635.6883,2610278.601
埔里分局,Puli Police Precinct,545,南投縣埔里鎮中山路2段235號,049 2982429,246903.0665,2651328.7
埔里派出所,Puli Police Station,545,南投縣埔里鎮中山路2段235號,049 2998439,246903.0665,2651328.7
鯉潭派出所,Litan Police Station,545,南投縣埔里鎮中山路1段319號,049 2987829,248653.19,2652394.56
桃米派出所,Taomi Police Station,545,南投縣埔里鎮桃米里桃米巷48號,049 2913832,242845.6854,2648662.919
合成派出所,Hecheng Police Station,545,南投縣埔里鎮合成里西安路3段225號,049 2931587,242351.9326,2659088.517
梅林派出所,Meilin Police Station,544,南投縣國姓鄉北港村國姓路48號,049 2461041,241067.5904,2661443.852
長流派出所,Changliu Police Station,544,南投縣國姓鄉長流村大長路351號,049 2431040,237460.7275,2663059.024
長壽派出所,Changshou Police Station,544,南投縣國姓鄉福龜村中正路1段157號,049 2721130,231635.5865,2656419.609
北山派出所,Beishan Police Station,544,南投縣國姓鄉中正路4段153-1號,049 2451181,237066.93,2652982.66
國姓分駐所,Kaoxin Police Station,544,南投縣國姓鄉石門里國姓路265號,049 2721232,235519.0743,2659480.246
史港派出所,shigang Police Station,545,南投縣埔里鎮史港里西安路2段355號,049 2931692,246273,2655108
愛蘭派出所,Ailan Police Station,545,南投縣埔里鎮鐵山路118號,049 2912334,244247.91,2652203.81
隆生派出所,Longsheng Police Station,545,南投縣埔里鎮南環路400號,049 2904298,246096.4687,2649653.582
草屯分局,Caotun Branch ,542,南投縣草屯鎮中正路571號,049 2362002,218882.5463,2652726.023
上林派出所,Serenade police station  ,542,南投縣草屯鎮草溪路136之2號,049 2329309,216603.8799,2650424.66
雙冬派出所,Dual winter police station,542,南投縣草屯鎮中正路46號,049 2571222,228779.69,2653232.837
復興派出所,Revival police station,542,南投縣草屯鎮碧山路755號,049 2334783,216183.941,2652391.382
爽文派出所,Shuang Wen police station,541,南投縣中寮鄉爽文村龍南路189號,049 2601049,225604.75,2647844.39
中寮分駐所,Zhongliao Police Station,541,南投縣中寮鄉永平村永平路278號,049 2691330,226140.14,2641675.86
豐城派出所,Fengcheng police station ,542,南投縣草屯鎮中正路216號,049 2552223,223736.7109,2653336.882
新光派出所,Sunbeam police station ,542,南投縣草屯鎮芬草路2段412號,049 2321224,216526.6347,2654230.79
草屯派出所,Caotun police station,542,南投縣草屯鎮中山里草鞋墩一街10號,049 2362066,217551.0985,2652124.738
中正派出所,Chiang police station,542,南投縣草屯鎮中正路571號,049 2306200,218096.731,2652718.83
竹山分局,Jhushan Police Station,557,南投縣竹山鎮集山路3段968號,049 2642040,217651.94,2628146.83
竹山派出所,Jhushan Police Station,557,南投縣竹山鎮集山路3段968號,049 2642012,217651.94,2628146.83
頂林派出所,Dinglin  Police Station,557,南投縣竹山鎮鯉南路172號,049 2648927,216098.45,2624822.48
溪頭派出所,Xitou Police Station,558,南投縣鹿谷鄉內湖村與產路1之20號,049 2612173,229125.854,2618858.947
瑞竹派出所,Ruizhu Police Station,557,南投縣竹山鎮鯉南路293號,049 2711710,215896.45,2617636.37
中和派出所,Zhonghe Police Station,557,南投縣竹山鎮前山路2段119號,049 2648620,215648.71,2628863.87
過溪派出所,Guoxi Police Station,557,南投縣竹山鎮鯉南路172號,049 2648927,216098.45,2624822.48
桶頭派出所,Tongtou Police Station,557,南投縣竹山鎮鯉南路319號,049 2711044,214828.85,2615994.57
秀峰派出所,Xiufeng Police Station,558,南投縣鹿谷鄉秀峰村仁愛路174號,049 2671930,227165.22,2630691.02
竹林派出所,Zhulin police station,558,南投縣鹿谷鄉光復路106號,049 2676142,225078.88,2624795.99
鳳凰派出所,Fenghuang Police Station,558,南投縣鹿谷鄉鳳凰村新進巷1號,049 2751102,227970.9,2625679.99
鹿谷分駐所,Lugu Garrison Station,558,南投縣鹿谷鎮鹿谷村中正路2段76號,049 2752040,224919.73,2626937.58
社寮派出所,Shcliau Police Station,557,南投縣竹山鎮社寮里集山路1段1694號,049 2622002,221761.33,2634589.52
延平派出所,Yanping Police Station,557,南投縣竹山鎮延和里集山路3段22號,049 2644365,220022.05,2629220.16
杉林派出所,Shanlin Police Station,557,南投縣竹山鎮大鞍里溪山路5號,049 2611307,228700.347,2615161.514
集集分局,Jiji Police Precinct,552,南投縣集集鎮民生路63號,049 2762702,228207.966,2636029.81
集集派出所,JiJi Police Station,552,南投縣集集鎮民生路63號,049 2760828,228207.966,2636029.81
郡坑分駐所,Junkeng Police Station,553,南投縣水里鄉郡坑村1鄰水信路二段80號,049 2821481,235639.7034,2626700.5
東光派出所,Dongguang Police Station,555,南投縣魚池鄉東光村慶隆巷32號,049 2880126,246549.35,2642832.95
五城派出所,Wucheng Police Station,555,南投縣魚池鄉五城村五城巷24號,049 2895114,238600.57,2642606.55
車埕派出所,Checheng Police Station,553,南投縣水里鄉車埕村民權巷108號,049 2771154,236392.35,2636646.59
頭社派出所,Toushe Police Station,555,南投縣魚池鄉頭社村平和巷145號,049 2861013,239412.68,2636628.58
伊達邵派出所,Ita Thao Police Station,555,南投縣魚池鄉日月村中正路288號,049 2850119,243098.23,2638110.8
日月潭派出所,Riyueten Police Station,555,南投縣魚池鄉水社村中山路144號,049 2855121,240977.7306,2640266.823
魚池分駐所,Yuchi Police Station,555,南投縣魚池鄉魚池村魚池街358號,049 2895501,243585.094,2643620.695
水里分駐所,Shuili  Police Station,553,南投縣水里鄉北埔村博愛街260號,049 2770117,234632.93,2634118.31
隘寮派出所,Ailiao Police Station,552,南投縣集集鎮田寮里龍泉巷25號,049 781064,224404.539,2636880.585
彰化縣警察局,Changhua County Police Department,500,彰化縣彰化市中正路2段778號,04 7619881,202646.46,2662400.51
彰化分局,Changhua Precinct,500,彰化縣彰化市民生路234號,04 7222439,203518.62,2664014.88
縣庄派出所,Sianjhuang Police Station,502,彰化縣芬園鄉圳墘村彰南路2段131號,049 2525151,213116.09,2653711.7
安山派出所,Anshan Police Station,502,彰化縣芬園鄉大彰路3段194號,04 8590056,210531.93,2654343.08
中正派出所,Jhongjheng Police Station,500,彰化縣彰化市西勢街150號,04 7636696,202452.7,2664288.99
大埔派出所,Dapu Police Station,500,彰化縣彰化市仁愛東街51號,04 7113043,203363.3,2662595.89
民生路派出所,Minsheng Rd. Police Station,500,彰化縣彰化市民生路322號,04 7228644,203481.86,2664340.28
民族路派出所,Minzu Rd. Police Station,500,彰化縣彰化市西安里民族路326號,04 7228433,203212.62,2663243.83
莿桐派出所,Cihtong Police Station,500,彰化縣彰化市平和里平順街1號,04 7523151,201645.25,2662573.98
泰和派出所,Taihe Police Station,500,彰化縣彰化市泰和路2段399號,04 7237560,204866.19,2665696.61
大竹派出所,Dajhu Police Station,500,彰化縣彰化市彰南路2段160號,04 7381107,207355.54,2664483.3
快官派出所,Kuaiguan Police Station,500,彰化縣彰化市彰南路5段26號,04 7381006,210680.688,2662636.077
三家派出所,Sanjia Police Station,503,彰化縣花壇鄉三春村彰員路1段565號,04 7862454,205899.09,2656650.89
花壇分駐所,Huatan Police Station,503,彰化縣花壇鄉長沙村中正路1號,04 7862014,204122.76,2658230.6
芬園分駐所,Fenyuan Police Station,502,彰化縣芬園鄉社口村彰南路4段175號,049 2522419,212188.11,2656756.51
八卦山派出所,Baguashan Police Station,500,彰化縣彰化市中山路2段456號,04 7284292,203688.84,2663684.2
芳苑分局,Fangyuan Precinct,526,彰化縣芳苑鄉三合村斗苑路三合段522號,04 8960013,183593.682,2644840.739
漢寶派出所,Hanbao Police Station,528,彰化縣芳苑鄉漢寶村草漢路漢寶段495號,04 8991219,187411.299,2655715.089
二林分駐所,Erlin Poice Station,526,彰化縣二林鎮斗苑路5段110號,04 8961072,185835.312,2644043.574
萬興派出所,Wansing Police Station,526,彰化縣二林鎮二溪路6段395號,04 8682039,191048.36,2650053.27
原斗派出所,Yuandou Police Station,526,彰化縣二林鎮斗苑路1段917號,04 8902041,191585.01,2643699.584
竹塘分駐所,Jhutang Police Station,525,彰化縣竹塘鄉竹塘村竹林路1段255號,04 8972014,191710.603,2639593.021
永安派出所,Yong-an Police Station,525,彰化縣竹塘鄉永安村東陽路2段221號,04 8972684,187101.883,2638168.388
大城分駐所,Dacheng Police Station,527,彰化縣大城鄉東城村東平路114號,04 8941012,181009.317,2639175.656
西港派出所,Sigang Police Station,527,彰化縣大城鄉東港村中央路10號,04 8941334,177651.974,2640043.649
芳苑派出所,Fangyuan Police Station,528,彰化縣芳苑鄉仁愛村芳新路20號,04 8983432,180337.871,2646898.839
路上派出所,Lushang Police Station,528,彰化縣芳苑鄉路平村上林路路上段338號,04 8983844,182461.328,2643283.693
草湖派出所,Caohu Polilce Staion,528,彰化縣芳苑鄉建平村二溪路草2段272號,04 8862438,187168.836,2650004.268
王功派出所,Wanggong Police Station,528,彰化縣芳苑鄉王功村芳漢路王功段600號,04 8932151,182983.04,2651403.26
北斗分局,Beidou Precinct,521,彰化縣北斗鎮光復路215號,04 8882010,201512.521,2641236.577
北斗派出所,Beidou Police Station,521,彰化縣北斗鎮光復路215號,04 8882604,201512.521,2641236.577
田尾分駐所,Tianwei Police Station,522,彰化縣田尾鄉光復路2段575號,04 8832854,202637.927,2642791.348
海豐派出所,Haifong Police Station,522,彰化縣田尾鄉陸豐村民生路3段280號,04 8222160,199370.385,2645994.215
埤頭分駐所,Pitou Police Station,523,彰化縣埤頭鄉合興村斗苑西路305號,04 8922041,194820.223,2643149.232
中和派出所,Jhonghe Police Station,523,彰化縣埤頭鄉中和村溪林路337號,04 8896155,194901.659,2638138.172
溪州分駐所,Sijhou Police Station,524,彰化縣溪州鄉溪州村中山路3段292號,04 8895029,198406.578,2638824.081
三條派出所,Santiao Police Station,524,彰化縣溪州鄉三條村南九甲巷5號,04 8895432,198581.312,2636003.388
成功派出所,Chenggong Police Station,524,彰化縣溪州鄉成功村庄中路20號,04 8802163,203853.454,2635844.451
和美分局,Hemei Precinct,508,彰化縣和美鎮彰美路5段328號,04 7552031,199134.43,2667409.56
和美派出所,Hemei Police Station,508,彰化縣和美鎮彰美路5段328號,04 7554005,199134.43,2667409.56
大霞派出所,Dasia Police Station,508,彰化縣和美鎮彰和路3段420號,04 7555564,199566.83,2666364.5
嘉犁派出所,Jiuli Police Station,508,彰化縣和美鎮彰美路3段418號,04 7555574,200844.6,2666537.44
中寮派出所,Jhongliao Police Station,508,彰化縣和美鎮彰新路3段10號,04 7355184,202543.39,2666773.27
塗厝派出所,Tucuo Police Station,508,彰化縣和美鎮塗厝里和厝路2段341號,04 7555584,199776.15,2669972.84
伸港分駐所,Shengang Police Station,509,彰化縣伸港鄉大同村中興路2段197號,04 7982044,197746.497,2672765.379
線西分駐所,Siansi Police Station,507,彰化縣線西鄉寓埔村中央路2段65號,04 7582247,196185.59,2669638.95
鹿港分局,Lu Kang Precinct,505,彰化縣鹿港鎮東興路300號,04 7772001,192860.5309,2661710.286
馬鳴派出所,Maming Police Station,504,彰化縣秀水鄉鶴鳴村彰鹿路98號,04 7692082,199695.283,2660775.72
鹿港派出所,Lukang Police Station,505,彰化縣鹿港鎮中山路300號,04 7772118,192371.15,2661464.71
